titulo,dt_lancamento,genero,pais,n_semanas,publico,renda
High School Musical - O Desafio,2010-02-05,Ficção,Brasil,29,301082,2016382.17
Mother - A Busca Pela Verdade,2010-02-05,Ficção,Coréia Do Sul,29,12878,116146.7
O Que Resta Do Tempo,2010-02-05,Ficção,"Bélgica, França, Itália, Reino Unido, Territórios Palestinos Ocupados",27,16015,137481.42
Premonição 4,2010-02-05,Ficção,Estados Unidos,16,785259,8245200.21
Ninja Assassino,2010-02-06,Ficção,Estados Unidos,12,37945,313227
A Fita Branca,2010-02-12,Ficção,Alemanha,45,88533,798855.32
O Amor Segundo B. Schianberg,2010-02-12,Ficção,Brasil,14,4273,37731.2
O Lobisomem,2010-02-12,Ficção,Estados Unidos,11,856171,7554780
Percy Jackson E O Ladrão De Raios,2010-02-12,Ficção,Estados Unidos,24,2005439,16026375
Preciosa: Uma História De Esperança,2010-02-12,Ficção,Estados Unidos,17,183470,1663118.31
Educação,2010-02-19,Ficção,Estados Unidos,25,60451,611826.25
Idas E Vindas Do Amor,2010-02-19,Ficção,Estados Unidos,13,863445,7612165
O Mensageiro (2010),2010-02-19,Ficção,Estados Unidos,11,19089,182925.65
Um Homem Sério,2010-02-19,Ficção,Estados Unidos,30,51558,545987
Um Olhar Do Paraíso,2010-02-19,Ficção,Estados Unidos,9,327363,2919161
O Segredo Dos Seus Olhos,2010-02-26,Ficção,"Argentina, Espanha",47,328219,3274907.01
Os Inquilinos,2010-02-26,Ficção,Brasil,28,8662,64784.340000000004
Pachamama,2010-02-26,Documentário,Brasil,10,4257,33585
Pandorum,2010-02-26,Ficção,Estados Unidos,10,42958,362831.69
Simplesmente Complicado,2010-02-26,Ficção,Estados Unidos,16,844439,8113648
Um Lugar Ao Sol,2010-02-26,Documentário,Brasil,13,2357,12990.25
Coração Louco,2010-03-05,Ficção,Estados Unidos,21,64065,598195
Direito De Amar,2010-03-05,Ficção,Estados Unidos,20,59187,550757.3099999999
Entre Irmãos,2010-03-05,Ficção,Estados Unidos,15,65225,596958.01
Jards Macalé - Um Morcego Na Porta Principal,2010-03-05,Documentário,Brasil,12,1588,14321.8
O Amor Acontece,2010-03-05,Ficção,Estados Unidos,16,234380,2077909.39
Virus,2010-03-05,Ficção,Estados Unidos,8,85288,711108.4
Aproximação,2010-03-12,Ficção,França,39,23284,208236.68
Histórias De Amor Duram Apenas 90 Minutos,2010-03-12,Ficção,Brasil,19,10153,83428.11
Ilha Do Medo,2010-03-12,Ficção,Estados Unidos,25,893212,8405590
Lembranças,2010-03-12,Ficção,Estados Unidos,15,428999,3436359.67
Criação,2010-03-19,Ficção,Inglaterra,15,21241,187468.84
O Livro De Eli,2010-03-19,Ficção,Estados Unidos,13,891788,7935741.25
Soul Kitchen,2010-03-19,Ficção,Alemanha,27,34247,334083
Um Sonho Possível,2010-03-19,Ficção,Estados Unidos,12,529601,5188212
A Caixa,2010-03-26,Ficção,Estados Unidos,11,106659,887146.0700000001
Amélia,2010-03-26,Ficção,"Canadá, Estados Unidos",15,11537,99680
Cadê Os Morgans,2010-03-26,Ficção,Estados Unidos,15,101896,1055097
Como Treinar Seu Dragão,2010-03-26,Animação,Estados Unidos,16,2044487,21937784
Diário Perdido,2010-03-26,Ficção,França,10,21146,194264.06
Halloween 2,2010-03-26,Ficção,Estados Unidos,14,26488,216410.97999999998
Homens Que Encaravam Cabras,2010-03-26,Ficção,"Estados Unidos, Reino Unido",19,22223,246815.75
Insolação,2010-03-26,Ficção,Brasil,27,2524,19860.19
Tulpan,2010-03-26,Ficção,Alemanha,16,8678,82315
Atraídos Pelo Crime,2010-04-02,Ficção,Estados Unidos,9,135270,1288382.53
Chico Xavier,2010-04-02,Ficção,Brasil,37,3413231,30279855.27
Os Estados Unidos Contra John Lennon,2010-04-02,Documentário,Estados Unidos,21,9001,100451.89
Os Famosos E Os Duendes Da Morte,2010-04-02,Ficção,Brasil,23,8328,67637
Pecado Da Carne,2010-04-02,Ficção,Israel,19,24525,243955.38
Sede De Sangue,2010-04-02,Ficção,Coréia Do Sul,22,3058,26040
Surpresa Em Dobro,2010-04-02,Ficção,Estados Unidos,15,132484,1133569
A Riviera Não É Aqui,2010-04-09,Ficção,França,21,10572,100454.3
Caso 39,2010-04-09,Ficção,"Canadá, Estados Unidos",10,205927,1808762
Desejo E Poder,2010-04-09,Ficção,Reino Unido,8,4094,37122
Dupla Implacável,2010-04-09,Ficção,França,16,258715,2279508.6
Nos Embalos Da Disco,2010-04-09,Ficção,França,10,1609,14196.49
"Rita Cadillac, A Lady Do Povo",2010-04-09,Documentário,Brasil,14,2891,26515.1
Uma Noite Fora De Série,2010-04-09,Ficção,Estados Unidos,13,714193,6610999
As Melhores Coisas Do Mundo,2010-04-16,Ficção,Brasil,47,300165,2257084
Caçador De Recompensas,2010-04-16,Ficção,Estados Unidos,14,627092,5785284.25
Mary E Max - Uma Amizade Diferente,2010-04-16,Animação,Austrália,33,32313,291803.76
Vidas Que Se Cruzam,2010-04-16,Ficção,Estados Unidos,12,20230,180524.48
Zona Verde,2010-04-16,Ficção,Estados Unidos,12,85928,894376
Doce Brasil Holandês,2010-04-21,Documentário,Brasil,8,2115,10253
A Estrada,2010-04-23,Ficção,Estados Unidos,10,62058,553055.33
Alice No País Das Maravilhas,2010-04-23,Ficção,Estados Unidos,28,4344901,47934048.59
"Depois De Ontem, Antes De Amanhã",2010-04-23,Documentário,Brasil,4,85,908
Lissi E O Reino Dos Birutas,2010-04-23,Animação,Alemanha,15,7334,55444.33
Mais Que O Máximo,2010-04-23,Ficção,França,7,3036,32175.19
Sonhos Roubados,2010-04-23,Ficção,Brasil,32,28594,199563.08
Utopia E Barbárie,2010-04-23,Documentário,Brasil,14,9626,75475.23
A Casa Verde,2010-04-30,Ficção,Brasil,30,42954,128184.94
O Homem De Ferro 2,2010-04-30,Ficção,Estados Unidos,16,3227105,28358980
Luzes Na Escuridão,2010-05-07,Ficção,"Alemanha, Finlândia, França",26,3340,26219.7
Missão Quase Impossível,2010-05-07,Ficção,Estados Unidos,9,149247,1200068.56
O Inferno De Henri-Georges Clouzot,2010-05-07,Documentário,França,7,1963,22054.66
O Mundo Imaginário Do Dr. Parnassus,2010-05-07,Ficção,França,33,30029,282288.06
Querido John,2010-05-07,Ficção,Estados Unidos,21,48588,448200.5
Segurança Nacional,2010-05-07,Ficção,Brasil,17,37410,285368.76999999996
"Viajo Porque Preciso, Volto Porque Te Amo",2010-05-07,Ficção,Brasil,21,26623,243332.2
A Hora Do Pesadelo,2010-05-08,Ficção,Estados Unidos,13,336080,2831294
Antes Que O Mundo Acabe,2010-05-14,Ficção,Brasil,45,32297,218162.12
Mademoiselle Chambon,2010-05-14,Ficção,França,38,37177,343141.76
Maré De Azar,2010-05-14,Ficção,Estados Unidos,5,7188,63085.53
O Preço Da Traição,2010-05-14,Ficção,Estados Unidos,17,115208,1064831.07
Os Homens Que Não Amavam As Mulheres,2010-05-14,Ficção,"Alemanha, Dinamarca, Noruega, Suécia",23,43103,409210.1
Pecados Do Meu Pai,2010-05-14,Documentário,Colômbia,6,530,5045.1900000000005
Robin Hood,2010-05-14,Ficção,Estados Unidos,12,1543953,14265925
Sempre Bela,2010-05-15,Ficção,Portugal,18,11502,95205
Ao Sul De Setembro,2010-05-21,Ficção,Brasil,2,125,1289
Deu A Louca Nos Bichos,2010-05-21,Ficção,"Emirados Árabes Unidos, Estados Unidos",27,96199,750582.24
Fúria De Titãs,2010-05-21,Ficção,Estados Unidos,14,2502709,28459279
"Godard, Truffaut E A Nouvelle Vague",2010-05-21,Documentário,França,10,5051,54050.5
Quincas Berro D'Água,2010-05-21,Ficção,Brasil,33,273031,2125919.72
Solo,2010-05-21,Ficção,Brasil,12,986,8970
A Alma Do Osso,2010-05-28,Documentário,Brasil,4,453,3955.7100000000005
"Carros Usados, Vendedores Pirados",2010-05-28,Ficção,Estados Unidos,3,7801,78918.66
Em Teu Nome,2010-05-28,Ficção,Brasil,26,47413,203675.61
O Escritor Fantasma,2010-05-28,Ficção,França,20,119720,1289039.22
Olhos Azuis,2010-05-28,Ficção,Brasil,16,15499,133821.87
Pânico Na Neve,2010-05-28,Ficção,Estados Unidos,13,47985,425597.27999999997
Sex And The City 2,2010-05-28,Ficção,Estados Unidos,12,559993,5708098
Tudo Pode Dar Certo,2010-05-30,Ficção,Estados Unidos,31,265044,2859902.98
Ao Sul Da Fronteira,2010-06-04,Documentário,Estados Unidos,8,5781,45023.33
Elevado 3.5,2010-06-04,Documentário,Brasil,6,886,8118
Marmaduke,2010-06-04,Ficção,Estados Unidos,28,255182,1801729
No Meio Do Mundo,2010-06-04,Documentário,França,9,1190,6099.5
O Golpista Do Ano,2010-06-04,Ficção,Estados Unidos,19,196274,1932612.43
Príncipe Da Pérsia: As Areias Do Tempo,2010-06-04,Ficção,Estados Unidos,17,1989228,17735404.25
A Última Música,2010-06-11,Ficção,Estados Unidos,21,22924,194935.75
Antes Da Lua Cheia,2010-06-11,Ficção,"França, Irã",24,2189,15308.6
Cartas Para Julieta,2010-06-11,Ficção,Estados Unidos,20,344521,3299864.91
Esquadrão Classe A,2010-06-11,Ficção,Estados Unidos,14,423206,3791708
Plano B,2010-06-11,Ficção,Estados Unidos,17,660838,6156605.25
"Índia, Amor E Outras Delícias",2010-06-12,Ficção,Reino Unido,7,2463,19968.46
A Jovem Rainha Vitória,2010-06-18,Ficção,Estados Unidos,28,97687,948900.65
Em Busca De Uma Nova Chance,2010-06-18,Ficção,Estados Unidos,12,38706,366261.43
Kick-Ass - Quebrando Tudo,2010-06-18,Ficção,Estados Unidos,15,53176,498571
O Abraço Corporativo,2010-06-18,Documentário,Brasil,7,929,8588
O Profeta,2010-06-18,Ficção,França,35,32079,293131.41
Patrick 1.5,2010-06-18,Ficção,Suécia,15,12305,110201.74
Toy Story 3,2010-06-18,Animação,Estados Unidos,34,4353562,42387443.16
The Big Four,2010-06-22,Vídeomusical,Bulgária,2,4068,122212.8
Brilho De Uma Paixão,2010-06-25,Ficção,"Austrália, França, Reino Unido",28,84205,764978.04
Flor Do Deserto,2010-06-25,Ficção,Inglaterra,17,38585,368348.45999999996
O Estudante (2010),2010-06-25,Ficção,México,21,4603,35376.7
"Morgue Story - Sangue, Baiacu E Quadrinhos",2010-06-30,Ficção,Brasil,7,1205,6908
15 Anos E Meio,2010-07-02,Ficção,França,36,17905,165897.84
O Pequeno Nicolau,2010-07-02,Ficção,França,72,156908,1467970.84
"Vittorio De Sica – Minha Vida, Meus Amores",2010-07-02,Documentário,Itália,8,4589,36847.9
Almas À Venda,2010-07-09,Ficção,Estados Unidos,12,16686,161833.91
Shrek Para Sempre,2010-07-09,Animação,Estados Unidos,22,7368374,70471835
À Prova De Morte,2010-07-16,Ficção,Estados Unidos,21,83226,833283.72
Dzi Croquettes,2010-07-16,Documentário,Brasil,37,24348,230371.21
Encontro Explosivo,2010-07-16,Ficção,Estados Unidos,17,1683065,15262450
O Grão,2010-07-16,Ficção,Brasil,5,1805,12227.75
O Bem Amado,2010-07-23,Ficção,Brasil,30,955393,8393618.79
Predadores,2010-07-23,Ficção,Estados Unidos,12,406029,3574161
Vencer,2010-07-23,Ficção,"França, Itália",59,48044,472987.97
A Saga Crepúsculo: Eclipse,2010-07-30,Ficção,Estados Unidos,27,6180071,52605401.769999996
Ponyo – Uma Amizade Que Veio Do Mar,2010-07-30,Animação,Japão,36,39711,302345.72000000003
Salt,2010-07-30,Ficção,Estados Unidos,13,1433588,12931664.99
Todo Poderoso: O Filme - 100 Anos De Timão,2010-07-30,Documentário,Brasil,2,1437,16505
Um Novo Caminho,2010-07-30,Ficção,França,26,9698,89121.68
Uma Noite Em 67,2010-07-30,Documentário,Brasil,17,82258,760684.9099999999
400 Contra 1 – A História Do Comando Vermelho,2010-08-06,Ficção,Brasil,16,127450,1078111.22
A Origem,2010-08-06,Ficção,"Estados Unidos, Reino Unido",23,1780406,17467522
Meu Malvado Favorito,2010-08-06,Animação,Estados Unidos,24,2426394,23435327
O Estranho Em Mim,2010-08-06,Ficção,Alemanha,13,6454,58086.5
Quando Me Apaixono,2010-08-06,Ficção,Estados Unidos,15,34642,364836.2
Reflexões De Um Liquidificador,2010-08-09,Ficção,Brasil,32,25479,179521.29
Aquarela - As Cores De Uma Paixão,2010-08-13,Ficção,Estados Unidos,8,1938,16203.8
Destinos Ligados,2010-08-13,Ficção,"Espanha, Estados Unidos",19,24051,251639.40999999997
O Aprendiz De Feiticeiro,2010-08-13,Ficção,Estados Unidos,13,1014740,8474678.58
Os Mercenários,2010-08-13,Ficção,Estados Unidos,17,1066176,9599652.93
A Epidemia,2010-08-20,Ficção,Estados Unidos,8,19901,170960.5
Cabeça A Prêmio,2010-08-20,Ficção,Brasil,24,11619,93766.12
Coco Chanel & Igor Stravinsky,2010-08-20,Ficção,França,21,55994,547035.82
Luto Como Mãe,2010-08-20,Documentário,Brasil,1,0,0
O Último Mestre Do Ar,2010-08-20,Ficção,Estados Unidos,16,1568702,16362849
Um Doce Olhar,2010-08-20,Ficção,Alemanha,29,23301,205421.84
5X Favela – Agora Por Nós Mesmos,2010-08-27,Ficção,Brasil,28,160573,1365197.66
Bellini E O Demônio,2010-08-27,Ficção,Brasil,4,1661,14122
Fluidos,2010-08-27,Ficção,Brasil,4,342,2854
Karate Kid,2010-08-27,Ficção,Estados Unidos,19,2104863,17682265.01
Par Perfeito,2010-08-27,Ficção,Estados Unidos,11,442635,4246198.5
B1 - Tenório Em Pequim,2010-09-03,Documentário,Brasil,6,679,7002
Como Cães E Gatos 2 – A Vingança De Kitty Galore,2010-09-03,Ficção,Estados Unidos,17,565031,6264290
Enfim Viúva,2010-09-03,Ficção,França,35,39776,359890.58
Nosso Lar,2010-09-03,Ficção,Brasil,16,4060971,36128751
"Programa Casé – O Que A Gente Não Inventa, Não Existe",2010-09-03,Documentário,Brasil,12,2346,17017
Rec 2,2010-09-03,Ficção,Espanha,12,77177,689659.59
Napoli Napoli Napoli,2010-09-04,Ficção,Itália,5,2394,27195
A Ressaca,2010-09-10,Ficção,Estados Unidos,9,119878,1103761.8
Amor À Distância,2010-09-10,Ficção,Estados Unidos,13,286200,2701422
Batalha Por T.E.R.A.,2010-09-10,Animação,Estados Unidos,14,12761,125529.56
O Refúgio,2010-09-10,Ficção,França,18,7621,71495
Solomon Kane - O Caçador De Demônios,2010-09-10,Ficção,"França, Inglaterra, República Tcheca",15,133656,1094174.14
Baaria - A Porta Do Vento,2010-09-17,Ficção,"França, Itália",27,28092,266940.16000000003
Coincidências Do Amor,2010-09-17,Ficção,Estados Unidos,11,353109,3440001.5
Léo E Bia,2010-09-17,Ficção,Brasil,18,3622,20445.4
Netto E O Domador De Cavalos,2010-09-17,Ficção,Brasil,4,2822,21042.5
O Pecado De Hadewijch,2010-09-17,Ficção,França,11,6921,73997.47
Resident Evil 4: Recomeço,2010-09-17,Ficção,Estados Unidos,18,1430951,16399171.76
Soberano – Seis Vezes São Paulo,2010-09-17,Documentário,Brasil,6,35212,346702.85
Terras,2010-09-17,Documentário,Brasil,9,875,6678.21
Nanny Mcphee E As Lições Mágicas,2010-09-18,Ficção,"Estados Unidos, França, Reino Unido",16,197930,1593628
A Guerra Dos Vizinhos,2010-09-24,Ficção,Brasil,18,22754,85531.45
Cildo,2010-09-24,Documentário,Brasil,8,848,7915
Gente Grande,2010-09-24,Ficção,Estados Unidos,17,1525889,13087433.62
"Moscou, Bélgica",2010-09-24,Ficção,Bélgica,20,8206,76027.99
O Último Exorcismo,2010-09-24,Ficção,Estados Unidos,12,402841,3478728.74
Wall Street: O Dinheiro Nunca Dorme,2010-09-24,Ficção,Estados Unidos,10,387320,4098051
"Comer, Rezar E Amar",2010-10-01,Ficção,Estados Unidos,19,1852602,17622397.79
Eu Matei Minha Mãe,2010-10-01,Ficção,Canadá,27,15018,136806.16
London River - Destinos Cruzados,2010-10-01,Ficção,Reino Unido,23,13316,115741.8
O Sol Do Meio-Dia,2010-10-01,Ficção,Brasil,22,3889,27540.09
Os Vampiros Que Se Mordam,2010-10-01,Ficção,Estados Unidos,14,475781,3910553
"Terra Deu, Terra Come",2010-10-01,Documentário,Brasil,10,1897,16878.4
A Lenda Dos Guardiões,2010-10-08,Animação,Estados Unidos,17,1051719,12494395.5
Dois Irmãos,2010-10-08,Ficção,Argentina,24,36753,364951.82
Eu E Meu Guarda-Chuva,2010-10-08,Ficção,Brasil,40,115466,770620
The Runaways - Garotas Do Rock,2010-10-08,Ficção,Estados Unidos,27,9709,92656.89
Tropa De Elite 2,2010-10-08,Ficção,Brasil,28,11146723,103461153.74
Avatar: Edição Especial,2010-10-15,Ficção,Estados Unidos,13,66948,956847
Como Esquecer,2010-10-15,Ficção,Brasil,34,42539,339996.14
Contos Da Era Dourada,2010-10-15,Ficção,Romênia,11,5296,56567.73
Juntos Pelo Acaso,2010-10-15,Ficção,Estados Unidos,11,476450,4211640.45
Atividade Paranormal 2,2010-10-22,Ficção,Estados Unidos,15,792338,7061337
Homens Em Fúria,2010-10-22,Ficção,Estados Unidos,13,55200,556241.5
Instinto De Vingança,2010-10-22,Ficção,Estados Unidos,7,20065,166043.49
O Solteirão,2010-10-22,Ficção,Estados Unidos,9,63566,674157.69
Piranha 3D,2010-10-22,Ficção,Estados Unidos,8,146620,1550441.5
A Suprema Felicidade,2010-10-29,Ficção,Brasil,19,219472,2121215
As Múmias Do Faraó,2010-10-29,Ficção,França,10,54885,466436.53
Atração Perigosa,2010-10-29,Ficção,Estados Unidos,20,158698,1639628
Federal,2010-10-29,Ficção,Brasil,14,114483,992428.16
Garfield 3D - Um Super Herói Animal,2010-10-29,Animação,Estados Unidos,18,362448,4205748.359999999
Grêmio 10X0,2010-10-29,Documentário,Brasil,1,379,3697.4900000000002
Micmacs - Um Plano Complicado,2010-10-29,Ficção,França,3,1348,11701.32
Sentimento De Culpa,2010-10-29,Ficção,Estados Unidos,18,4756,40345.450000000004
Supremacia Vermelha,2010-10-29,Documentário,Brasil,1,547,5401.14
As Cartas Psicografadas Por Chico Xavier,2010-11-05,Documentário,Brasil,6,7431,60280.74
Cyrus,2010-11-05,Ficção,Estados Unidos,21,10044,104366.7
Jogos Mortais - O Final,2010-11-05,Ficção,"Canadá, Estados Unidos",14,595256,7264623.25
José E Pilar,2010-11-05,Documentário,Brasil,21,39628,350700.61
"Minha Terra, África",2010-11-05,Ficção,França,14,7757,83171.51
Ondine,2010-11-05,Ficção,"Estados Unidos, Irlanda",5,6738,57585.5
Scott Pilgrim Contra O Mundo,2010-11-05,Ficção,Estados Unidos,21,14942,139307
Um Parto De Viagem,2010-11-05,Ficção,Estados Unidos,14,593157,5489598.98
Jackass 3D,2010-11-12,Ficção,Estados Unidos,3,66932,922633
Minhas Mães E Meu Pai,2010-11-12,Ficção,Estados Unidos,25,92498,964319.51
Muita Calma Nessa Hora,2010-11-12,Ficção,Brasil,31,1485498,12832975.18
Red - Aposentados E Perigosos,2010-11-12,Ficção,Estados Unidos,17,714817,6879576.87
Senna,2010-11-12,Documentário,Reino Unido,15,216507,2325695
3 Homens E Uma Noite Fria,2010-11-19,Ficção,Finlândia,4,928,8565
A Falta Que Me Faz,2010-11-19,Documentário,Brasil,5,387,3304.4
A Vida Durante A Guerra,2010-11-19,Ficção,Estados Unidos,7,4672,41420.5
Acácio,2010-11-19,Documentário,Brasil,5,431,3375
Harry Potter E As Relíquias Da Morte - Parte 1,2010-11-19,Ficção,Estados Unidos,24,4582782,39129353.1
Um Homem Misterioso,2010-11-19,Ficção,Estados Unidos,18,30414,303065
Um Homem Que Grita,2010-11-19,Ficção,Chade,25,6352,51675.6
Centurião,2010-11-26,Ficção,Inglaterra,9,32830,290297.16000000003
Demônio,2010-11-26,Ficção,Estados Unidos,14,128750,1142424
Os Outros Caras,2010-11-26,Ficção,Estados Unidos,11,57473,494113.57999999996
Um Quarto Em Roma,2010-11-26,Ficção,Espanha,16,4326,35713.89
Vida Sobre Rodas,2010-11-26,Documentário,Brasil,7,3572,35633.9
Você Vai Conhecer O Homem Dos Seus Sonhos,2010-11-27,Ficção,Reino Unido,22,255895,2707784.8800000004
A Rede Social,2010-12-03,Ficção,Estados Unidos,22,908049,8919863.41
Abutres,2010-12-03,Ficção,Argentina,40,39619,377698.8
Elza,2010-12-03,Documentário,Brasil,16,4394,29704.7
Filme Socialismo,2010-12-03,Ficção,França,15,9176,92701.2
Megamente,2010-12-03,Animação,Estados Unidos,19,1961790,18192334
O Louco Amor De Yves Saint Laurent,2010-12-03,Documentário,França,38,12130,115692.21
Skyline - A Invasão,2010-12-03,Ficção,Estados Unidos,12,203309,1798475.04
O Garoto De Liverpool,2010-12-04,Ficção,"Canadá, Reino Unido",23,38549,382831.18
Amor Por Acaso,2010-12-10,Ficção,Brasil,14,52359,459769.41
As Crônicas De Nárnia: A Viagem Do Peregrino Da Alvorada,2010-12-10,Ficção,Estados Unidos,26,2722970,25411764.31
Enterrado Vivo,2010-12-10,Ficção,Estados Unidos,12,50237,434121.75
Machete,2010-12-10,Ficção,Estados Unidos,29,16869,150668.86
Meu Mundo Em Perigo,2010-12-10,Ficção,Brasil,19,1389,8146.74
O Ciúme Mora Ao Lado,2010-12-10,Ficção,Finlândia,25,9662,92392.93
Tetro,2010-12-10,Ficção,Estados Unidos,30,48483,481450.97000000003
A Sétima Alma,2010-12-11,Ficção,Estados Unidos,10,47815,390433.93000000005
"Aparecida, O Milagre",2010-12-17,Ficção,Brasil,17,243336,1830173
Tron - O Legado,2010-12-17,Ficção,Estados Unidos,11,1366098,15015865.73
Oceanos,2010-12-18,Documentário,França,29,15240,150650.24
72 Horas,2010-12-24,Ficção,Estados Unidos,11,447090,4320070.16
Amor Por Contrato,2010-12-24,Ficção,Estados Unidos,8,94565,937741.04
O Bom Coração,2010-12-24,Ficção,Estados Unidos,22,4758,44286.5
O Concerto,2010-12-24,Ficção,"França, Rússia",28,71465,680794.82
O Mundo Encantado De Gigi,2010-12-25,Animação,Japão,12,34802,256508.68000000002
De Pernas Pro Ar,2010-12-31,Ficção,Brasil,28,3506552,31033778.759999998
Fora Da Lei,2010-12-31,Ficção,França,22,7622,61938.54
Sunshine Cleaning,2010-12-31,Ficção,Estados Unidos,12,8926,92260.27
O Primeiro Que Disse,2011-01-01,Ficção,Itália,35,39011,419562.07
A Árvore,2011-01-07,Ficção,França,25,14508,135092.88
Além Da Vida,2011-01-07,Ficção,Estados Unidos,22,583149,6163048
